77.380775,	-22.645622,	5.000000
77.858742,	-22.367308,	5.000000
78.321960,	-22.065086,	5.000000
78.769226,	-21.739740,	5.000000
79.196960,	-21.394232,	5.000000
79.577560,	-21.057177,	5.000000
79.952240,	-20.701382,	5.000000
80.306885,	-20.349964,	5.000000
80.692535,	-19.961308,	5.000000
81.047371,	-19.588207,	5.000000
81.383827,	-19.209192,	5.000000
81.729607,	-18.782419,	5.000368
82.055641,	-18.335640,	5.001749
82.358566,	-17.872887,	5.004153
82.637611,	-17.395353,	5.007583
82.892059,	-16.904270,	5.012037
83.121239,	-16.400902,	5.017516
83.324577,	-15.886549,	5.024020
83.501541,	-15.362536,	5.031548
83.651672,	-14.830217,	5.040101
83.774590,	-14.290962,	5.049678
83.869980,	-13.746162,	5.060280
83.937584,	-13.197234,	5.071907
83.976685,	-12.672924,	5.084558
83.995491,	-12.136697,	5.100271
83.999947,	-11.615101,	5.119548
84.000000,	-11.110526,	5.142953
84.000000,	-10.610526,	5.168357
84.000000,	-10.110526,	5.194279
